EpRewMean	EpLenMean	KLOldNew	Entropy	EVBefore	EVAfter	TimestepsSoFar
25.375	25.375	0.0031517	0.689124	0.0	0.309719574983	1015
24.2857142857	24.2857142857	0.00322356	0.678923	0.216696633537	0.278395496422	2035
29.9411764706	29.9411764706	0.00284137	0.667018	0.0579304446404	0.366498099517	3053
38.0	38.0	0.00225226	0.659284	-2.18933714084	0.224390649164	4079
38.8846153846	38.8846153846	0.00136556	0.655923	-0.223481062712	0.302071010844	5090
42.6666666667	42.6666666667	0.00152426	0.640002	0.310264127614	0.343150120084	6114
51.8571428571	51.8571428571	0.00129466	0.623457	0.136975548862	0.182122180675	7203
46.5909090909	46.5909090909	0.00121943	0.617289	0.2397901669	0.311142807293	8228
61.0	61.0	0.000895788	0.621453	0.313721216187	0.385713450619	9265
55.9444444444	55.9444444444	0.00101796	0.607698	0.372992882413	0.449420746862	10272
61.7647058824	61.7647058824	0.000812909	0.603378	0.390767912541	0.456868147753	11322
69.9333333333	69.9333333333	0.000668093	0.600916	0.184802183048	0.299853176473	12371
75.7857142857	75.7857142857	0.000672007	0.583073	0.36848643836	0.452038938933	13432
97.5454545455	97.5454545455	0.000657963	0.594504	0.300988280084	0.43348970382	14505
89.25	89.25	0.000756092	0.559993	-0.83110274746	0.366109648591	15576
85.5	85.5	0.00100111	0.554002	0.340587643384	0.4216903084	16602
102.5	102.5	0.00102196	0.556178	0.319607061946	0.445028685232	17627
128.875	128.875	0.000798404	0.553532	0.276127472189	0.407528803441	18658
92.9090909091	92.9090909091	0.00247642	0.54632	-1.71688986014	0.492758541573	19680
100.545454545	100.545454545	0.0015168	0.547948	0.533284935521	0.563030966731	20786
158.142857143	158.142857143	0.000466931	0.55456	0.233105881843	0.49440638306	21893
135.75	135.75	0.00125765	0.553023	0.172643346159	0.494039313446	22979
149.0	149.0	0.00139974	0.545416	0.460723916592	0.597402710354	24022
198.333333333	198.333333333	0.000337313	0.544824	0.109055125521	0.29944017544	25212
